user_id,isbn,rating
11676,0002005018,5.242997646331787
116866,0002005018,7.603734493255615
152827,0060973129,8.365706443786621
157969,0374157065,7.686388969421387
67958,0399135782,7.159998416900635
213191,0399135782,7.143836498260498
245827,0399135782,5.626082897186279
11676,0671870432,6.316652774810791
263256,1558746218,5.753566265106201
226745,1881320189,7.254772186279297
7352,0440234743,4.881519794464111
12923,0440234743,7.30202054977417
13552,0440234743,6.093071937561035
21264,0440234743,6.300652027130127
31299,0440234743,7.351386547088623
64535,0440234743,6.980584144592285
70666,0440234743,4.556509494781494
75819,0440234743,6.087959289550781
79740,0440234743,4.68453311920166
85534,0440234743,6.453220844268799
100393,0440234743,3.30741548538208
108143,0440234743,6.3366289138793945
116127,0440234743,7.397501468658447
122251,0440234743,7.3266754150390625
128463,0440234743,7.379306316375732
131703,0440234743,7.287894248962402
132144,0440234743,7.36226224899292
134863,0440234743,6.766226291656494
136707,0440234743,7.236073970794678
143939,0440234743,7.261613368988037
144062,0440234743,7.453031539916992
150400,0440234743,7.404167652130127
154730,0440234743,3.964710235595703
165884,0440234743,3.89913272857666
187533,0440234743,7.437369346618652
187944,0440234743,7.238104343414307
217516,0440234743,4.436008930206299
227392,0440234743,3.629681348800659
240567,0440234743,6.806034564971924
245616,0440234743,3.6512975692749023
250101,0440234743,8.061539649963379
258884,0440234743,6.1689887046813965
259223,0440234743,7.396238327026367
273979,0440234743,6.314159393310547
6242,0452264464,4.252101421356201
8570,0452264464,7.517289638519287
11104,0452264464,7.562466144561768
11676,0452264464,7.5791473388671875
36197,0452264464,6.879004001617432
36907,0452264464,8.31908893585205
80837,0452264464,7.3247175216674805
102359,0452264464,7.6881585121154785
144803,0452264464,7.035638809204102
165319,0452264464,5.259671688079834
174633,0452264464,7.832939624786377
221232,0452264464,7.124426364898682
252627,0452264464,7.494531154632568
271135,0452264464,5.44353723526001
271144,0452264464,4.364911079406738
11676,0609804618,7.776735305786133
79089,0609804618,6.147450923919678
271622,0609804618,7.687010765075684
141518,1841721522,7.855464458465576
157118,1841721522,8.204896926879883
14,0689821166,3.2233731746673584
4784,0971880107,5.450026035308838
8453,0971880107,2.9649102687835693
11554,0971880107,2.489500045776367
12264,0971880107,2.8853585720062256
13088,0971880107,2.9523024559020996
13221,0971880107,2.409292459487915
14049,0971880107,5.2431511878967285
14461,0971880107,5.11993932723999
20147,0971880107,2.47578501701355
21404,0971880107,2.302302837371826
24664,0971880107,2.8902065753936768
28091,0971880107,2.8449904918670654
28735,0971880107,3.084786891937256
32329,0971880107,2.073073625564575
33535,0971880107,2.93040132522583
37538,0971880107,4.783256530761719
40841,0971880107,2.9661333560943604
41596,0971880107,2.737778902053833
45666,0971880107,2.8739705085754395
46398,0971880107,2.366631507873535
49954,0971880107,2.9051787853240967
51803,0971880107,2.2985341548919678
55894,0971880107,2.8530478477478027
59994,0971880107,2.775608539581299
60633,0971880107,2.8819544315338135
61028,0971880107,3.8259692192077637
64819,0971880107,3.023881673812866
65145,0971880107,3.741716146469116
65370,0971880107,2.4407081604003906
